part_number	name	priceOpt	warranty	instock
PC/AAA1200-2BR	Аккумулятор PKCELL 1.2V  AAA 1200mAh NiMH Rechargeable Battery, 2 штуки в блистере цена за блистер, Q12	1.87	3	1
RT670	Аккумуляторная батарея AGM RITAR RT670, Gray Case, 6V 7.0Ah  ( 151х34х94 (100) ) Q20	7.05	24	1
GP612	Аккумуляторная батарея MERLION AGM GP612 6 V 1,2 Ah ( 34 x 34 x 87 ), клеммы под пайку, Q140  	2.5	3	1
SM-ACC/75	Антисептик COCOLADY, 75ml	1	0	1
MS/R03/4BP	Батарейка Super Heavy Duty MITSUBISHI 1.5V AAA/R03, 4pcs/card, 48pcs/inner box, 576pcs/ctn	0.59	3	1
PC/FR6-4B	Батарейка литиевая PKCELL LiFe 1.5V AA/FR6, 4 шт в блистере (упак.48 штук) цена за блист.Q12	6.1	3	1
CombiProtect black	Беспроводной датчик движения и разбития Ajax CombiProtect black	49.76	12	1
LV-UW11 -2DB-MTK7601	Беспроводной сетевой адаптер с антенной 10см Wi-Fi-USB LV-UW11 -2DB 7601, 802.11bgn, 150MB, 2.4 GHz, WIN7/XP/Vista/2K/MAC/LINUX, Blister Q	2.95	6	1
Gear s07	Беспроводные Bluetooth V5.0 наушники с зарядным кейсом Gear s07	36	3	1
БУЗ	БУЗ/ПИЛОТ  блок управления замком (36V импульс на выходе)	120	12	1
БУЗ	БУЗ (блок управления замком)	2.5	12	1
WNTC00022WH-UA	Выключатель Panasonic Arkedia Slim одноклавишный с подсветкой, белый	2.03	24	1
YT-En-2HW+W	Гибкий микро-эндоскоп F220,  мини камера 5.5 mm, Wi-Fi модуль, длина кабеля 2м	23.5	0	1
DT-2022/40MH	Гирлянды 40LED (Сердце) Red/Green/Blue/Yellow, 1 режим, 5метров, прозрачная изоляция, Пакет	2.25	0	1
D16	Гофра D16 негорючая (100м) цвет серый	3.89	1	1
XZ-1688	Грузик балансировочный Xinze XZ-1688 самоклейка 5 + 10x4	0.12	1	1
MC-56	Датчик магнитоконтактный с проводом 30 см MC-56, 49*25*15 мм, аллюминиевый сплав, серый, под саморез, 5 штук в упаковке, цена за упаковку	17	1	1
15573	Делитель Coupler PLC-1x4-split-0-SC / APC-0.9mm	5.7	1	1
ZL-693	Деревянная шестиугольная головоломка	3.2	2	1
A10	Детская игровая консоль SUP psp, Black, 8G 	49.6	0	1
607007	Детская машинка-конструктор Sembo Block, blue	7.2	2	1
MRC-85T	Доводчик Merlion MRC-85T, усилие 60-85 кг, серебро, Q10 	14	6	1
18325	Ежедневник ЮГТОРГ ФИРМЕННЫЙ 2021, red	4	0	1
8525	Замок дверной с комплектом дверных ручек и ключами 8525  (230*(174)*41.5*16)	14.5	12	1
FXS1KRT	ИБП Frime Expert RT 1kVA/900W (FXS1KRT) LB RACK 36В, Ток макс. 6A, под внешний АКБ  (468*440*88), Q1	210	12	1
01403	ИБП On-Line TOWER HT1120L 20KL (20 kVA/18 kW, зарядное у-во 192V-240V 5A, выход - клемм. колодки)	1914	12	1
RS628U	ИБП Ritar U-Smart-1000  (600W), LED, AVR, 3st, 8xSCHUKO socket, 1x12V9Ah, USB x2, RJ45, plastik Case (370*340*190 )  6,7 кг Q2	79	24	1
0,14мм*17мм*25м	Изолента APRO 0,14мм*17мм*25м (разноцветная), диапазон рабочих температур: от - 10°С до + 80°С, высокое качество!!! 6 шт. в упаковке, цена за упак.	4.8	1	1
0,14мм*17мм*25м	Изолента Unifix 0,14мм*17мм*25м (разноцветная), диапазон рабочих температур: от - 10°С до + 80°С, высокое качество!!! 6 шт. в упаковке, цена за упак.	4	1	1
0504N25S	Импульсный адаптер питания 5В 4А (20Вт) штекер 5.5/2.5 + шнур питания, длина 1,20 м	4.4	12	1
BRPSP84-12	Импульсный адаптер питания Brazzers BRPSP84-12 12В 7А  штекер 5,5/2,5 длина 1м	1.8	12	1
LPV-35-5	Импульсный адаптер питания MEANWELL LPV-35-5 (35Вт) 5В 7А, штекер 5.5/2.5 длина 1м, IP66 	0	24	1
YM-0710	Импульсный адаптер питания YM-0710 7V 1А (7Вт) штекер 5.5/2.5 длина 0,9м	2.5	12	1
BZT-1225DKM	Импульсный адаптер питания YOSO BZT-1225DKM 12В 2.5А  штекер 5,5/2,1 настенный + переходник 5,5/2,5	3.5	12	1
12V-20A/18CH	Импульсный блок питания 12V-20A/18CH в боксе с замком перфорированный, 18-ти канальный	20	12	1
S-240-48	Импульсный блок питания 48В 5А (240Вт) перфорированный (204*116*55) 0.7 кг (200*110*50) Q20	15.4	12	1
RTPS 12-84	Импульсный блок питания Ritar RTPS12-84 12В 7А (84Вт) перфорированный  (150*65*45)  0,28 кг (143*60*43)                                             	7.1	12	1
RTPS 24-200	Импульсный блок питания Ritar RTPS24-200 24В 8.33А (200Вт) перфорированный (208*102*46) 0,51 кг (198*98*42)     	11.4	12	1
RTPS 5-50	Импульсный блок питания Ritar RTPS5-50 5В 10А (50Вт) перфорированный  (165*102*46)  0.32 кг (158*997*43)                                              	7.7	12	1
S-200-5	Импульсный блок питания YOSO 5В 40А (175Вт) S-200-5 перфорированный Q36 (204*115*55) 0,61 кг (200*110*50)	8	12	1
S-40-12	Импульсный блок питания YOSO S-40-12 12В 3,5А (40Вт) перфорированный (110x75x35mm) Q60	3.5	12	1
RTPSW 12-120	Импульсный блок питания герметичный Ritar RTPSW12-120 12В 10А (120Вт) IP67 (210*82*46) 0,83 кг (185*67*42)	18.5	12	1
PSU-1012-17	Импульсный источник бесперебойного питания PSU-1012-17 12V 10А, под АКБ 12V 17-20A, Metal Box                  	42	12	1
PSU-1018-10А	Импульсный источник бесперебойного питания PSU-1018-10А 12V 10А, под АКБ 12V 7-10A, Metal Box  (290*210*95)  (270*205*85) Q10	32	12	1
YT-1500W-CI60V	Инвертор напряжения Voltronic, 1500W, 60/220V, approximated, 1 универсальная розетка, клемы + USB	40	2	1
AER-1200W-CI12-24V	Инвертор напряжения универсальный  Voltronic, AER-1200W, 12-24/220V, approximated, 2 универсальные  розетки +2USB  LED дисплей , клемы + крокодилы	49.25	2	1
SZ-318	Инструмент Merlion SZ-318 для обжимки 4P/6P/8P, синие Q50	4	2	1
LW2R -100 / 3P	Интеллектуальный двойной переключатель питания LW2R -100 / 3P	55	6	1
PSC12012	Источник бесперебойного питания Mean Well 12V 10А, 120W, Q30	27	12	1
YT-RC-4,5х3,0	Кабель 4,5х3,0(asus, HP), blue pin,  длина 1,2м, прямой штекер	1	0	1
YT-HDMI(M)/(M)HS-1.5m	Кабель Merlion HDMI-HDMI HIGH SPEED 1.5m, v1.4, OD-7.5mm, круглый Black, коннектор Black, (Пакет) Q250	0.85	2	1
YT-VGA(M)/(M)3+2-30m	Кабель Merlion VGA 30m, male to male (папа-папа), 2 феррита, черно-синий, кулёк                             	15	2	1
YT-HDMI(M)/(M)HS-1.5m-90°	Кабель MerlionHDMI-HDMI  1,5m, v1.4, OD-7.5mm, круглый Black, коннектор Black 90° угловой	2.2	2	1
VPC нг-LS 2х1,0 IN	Кабель RITAR Video Power Cable нг-LS 2х1,0 indoor, белый, плоский, для внутренних работ, напряжение 0,05 кВ, бухта 100м                               	769.5	1	1
VPC нг-LS 2х1,0 IN	Кабель RITAR Video Power Cable нг-LS 2х1,0 indoor, белый, плоский, для внутренних работ, напряжение 0,05 кВ, цена за метр	7.69	1	1
YT-AM/BM90°-2.0B	Кабель USB 2.0 RITAR AM/BM, 2.0m, угловой 90°, черный	0.9	2	1
YT-AR2-3	Кабель VEGGIEG AR2-3 DC3.5 (папа) => 2хRCA (папа), GOLD Jack, CU, Stereo, круглый, Black, 3 м, Пакет	3.6	2	1
YT-TS07-3	Кабель VEGGIEG TS07-3 оптический цифровой стерео в нейлоновой оплетке 3m, 250 Мегабит/с, Black, Пакет	7.3	2	1
89642202	Кабель волоконно-оптический Одескабель ОКАД-ММ(1,0)Пнг-HF-2Е7, с допустимым растягивающим усилием 1,0 кН	2.85	1	1
ОКВс-А(0,1)	Кабель волоконно-оптический Одескабель ОКВс-А(0,1)Пнг-HF-1Е1/Пнг-HF-0,50Ф3,5/0,50Н20 круглый, 3 мм,  цена за метр	2.53	1	1
8742006	Кабель волоконно-оптический Одескабель ОКЛ-5-ДС(2,0)П-6*4E2D, с допустимым растягивающим усилием 2,0 кН	18.75	1	1
8742008	Кабель волоконно-оптический Одескабель ОКЛ-5-ДС(2,0)П-6*8E2D, с допустимым растягивающим усилием 2,0 кН	25.57	1	1
8744016	Кабель волоконно-оптический Одескабель ОКЛБг-4-ДА(2,7)П-6*4E2D, с допустимым растягивающим усилием 2,7 кН	26	1	1
8731155	Кабель волоконно-оптический Одескабель ОКТ-Д(0,5)П-1Е1-0,36Ф3,5/0,22Н18-1 ОМ 1.6 диэлектрический самонесущий круглый цена за метр	3.08	1	1
33441136	Кабель волоконно-оптический Одескабель ОКТБг-М(1,5)П-3*12Е1-0,40Ф3,5/0,30Н19-36 бронированный с двумя проволоками	21.57	1	1
ОЦПс-2А1(1х2)-1,5	Кабель волоконно-оптический Южкабель ОЦПс-2А1(1х2)-1,5, диэлектрический самонесущий круглый, цена за метр	3.48	0	1
ВВГнг 2х4	Кабель ГАЛ-КАТ ВВГнг 2х4 черный, бухта 100м                                                 	3437.35	1	1
ВВГнг-LS 1х50 1кВ	Кабель ГАЛ-КАТ ВВГнг-LS 1х50 1кВ черный, цена за метр                              	174.36	1	1
ПВ3 1	Кабель ГАЛ-КАТ ПВ3 1 бухта 200м                                                 	765.9	1	1
PV1-F 1*35 black	Кабель Одескабель PV1-F 1*35 black наружный диаметр 8,3 мм цена за метр (бух.500м) черный                                                    	150.91	1	1
15291	Кабель Одескабель ВВГ 3*2,5 (ож) -0,66 цена за метр бухта 200 м. черный 	32.5	1	1
6904	Кабель Одескабель ВВП-1 3*1,0 цена за метр (бух.200м)	16.16	1	1
49242	Кабель Одескабель КПВ-ВП (16) 1*2*0,48 (UTP-cat.3), OK-net, CU, для внутр. работ, 305м.                               	814.54	1	1
49242	Кабель Одескабель КПВ-ВП (16) 1*2*0,48 (UTP-cat.3), OK-net, CU, для внутр. работ, 500м.                               	1335.5	1	1
5329	Кабель Одескабель ПВСм 2*16,0 цена за метр (бух.100м) белый                                                    	155.97	1	1
8203	Кабель Одескабель ШВВПн 3х0.5 цена за метр (бух.100м) белый                                                    	8.82	1	1
04642	Кабель сигнальный КСВП Merlion ССА 12*7/0,22 неэкран., бухта 100м, Q5                                        	16.3	1	1
35241	Кабель сигнальный Одескабель W 4х0,22 CU,экран., бухта 100м. оболочка ПВХ цвет белый                                                                  	526.06	1	1
ПВСнг 3х2,5	"Кабель ТДМ ПВС 3х2,5 цена за метр (бух.100м) белый	"	34.15	1	1
ШВВП 3х2,5	Кабель ТДМ ШВВП 3х2,5 цена за метр многожилка(бух.100 м)/ цвет белый  	30.08	1	1
MN4016	Кабельний канал Merlion 40х16х2000мм Q45 указана цена за шт	25.3	12	1
YT-RNVC-12V	Камера заднего вида, рабочее напряжение 12V	15.2	12	1
SP-ACS S 004	Кантер электронный ACS S 004, LCD, Градация: 1 г, 1-50кг, питание CR2032, корпус - пластик, для сумок/багажа, BOX	4	1	1
HA-ZDY661	Капельный полив для растений HA-ZDY661	7.3	6	1
ST2-32-S1	Карта памяти Imou MicroSD 32Гб ST2-32-S1	7.11	12	1
06557	Коврик 240*200 тканевой GAMER, толщина 2 мм, цвет Mix Color, Пакет	0.3	0	1
YT-MRZ-T1	Коврик 245*320 тканевой RAZER с боковой прошивкой, толщина 4 мм, T-1, Box	2.5	0	1
YT-MABT	Коврик 250*210 тканевой Автомобили (в ассортименте), толщина 1,7 мм, цвет MIX, Пакет	0.5	0	1
YT-MМульт	Коврик 250*210 тканевой Мультфильмы (в ассортименте), толщина 1,7 мм, цвет MIX, Пакет	0.5	0	1
S105	Коммутатор Tenda S105 5 портов Ethernet 10/100 Мбит/сек, BOX Q100	5.05	12	1
WL-99CGST	Комплект беспроводной GSM+ WIFI сигнализации PIPO WL-99CGST	71.5	12	1
StarterKit Cam black	Комплект беспроводной сигнализации Ajax StarterKit Cam black ( Hub 2/MotionCam/DoorProtect/SpaceControl )	260.81	12	1
YT-HBCT018	Компьютерный стол 1000 х 600 х 750mm	64	0	1
YT-C-HDMI(M)/VGA(F)+AUX-W	Конвертер HDMI (папа) на VGA(мама) 10cm, White, 4K/2K, Пакет + AUDIO Q250	2.6	2	1
YT-mnDP(M)/HDMI(M)-3m	Конвертер mini Display Port (папа) на HDMI(папа) 3m (пакет)	4.5	2	1
